Sentence,class,file
Nat Genet 2006; 38:1440-5; PMID:17099714; http://dx.doi.org/ 10.1038/ng1915 65.,OADS,/arxiv_data1/oa_pdf/15/2e/spmg-2-11.PMC3341242.pdf
• Carbapenem-Resistant Acinetobacter baumannii  Bacteremia 472  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.471age was adequate according to the current guidelines.,Non-OADS,/arxiv_data1/oa_pdf/74/2e/jkms-27-471.PMC3342535.pdf
• Carbapenem-Resistant Acinetobacter baumannii  Bacteremia http://jkms.org   473  http://dx.doi.org/10.3346/jkms.2012.27.5.471tients are shown in Table 1.,Non-OADS,/arxiv_data1/oa_pdf/74/2e/jkms-27-471.PMC3342535.pdf
"• Carbapenem-Resistant Acinetobacter baumannii  Bacteremia 474  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.471(OR 7.29, 95% CI 1.57-33.8; P= 0.01), pneumonia as a source of  bacteremia (OR 5.29, 95% CI 1.07-26.1; P= 0.04), and inappro - priate antimicrobial therapy (OR 8.05, 95% CI 1.65-39.2; P= 0.009)  were the independent risk factors for 14-day mortality (Table 3).",Non-OADS,/arxiv_data1/oa_pdf/74/2e/jkms-27-471.PMC3342535.pdf
• Carbapenem-Resistant Acinetobacter baumannii  Bacteremia http://jkms.org   475  http://dx.doi.org/10.3346/jkms.2012.27.5.471 Results from the present study also showed that factors for  acquisition of CRAB included diabetes mellitus as an underlying  disease and a prior exposure to carbapenem.,Non-OADS,/arxiv_data1/oa_pdf/74/2e/jkms-27-471.PMC3342535.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0)  which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.pISSN 1011-8934 eISSN 1598-6357 Comparison of Ertapenem and Ceftriaxone Therapy for Acute Pyelonephritis and Other Complicated Urinary Tract Infections in Korean Adults: A Randomized, Double-Blind, Multicenter Trial The efficacy and safety of ertapenem, 1 g once daily, were compared with that of ceftriaxone, 2 g once daily, for the treatment of adults with acute pyelonephritis (APN) and complicated urinary tract infections (cUTIs) in a prospective, multicenter, double-blinded, randomized study.",Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
"http://dx.doi.org/10.3346/jkms.2012.27.5.476  •  J Korean Med Sci 2012; 27: 476-483ORIGINAL ARTICLE Infectious Diseases, Microbiology & Parasitology INTRODUCTION Urinary tract infections (UTIs) are considered the most common  bacterial infections with an estimated annual global incidence of at least 250 million cases and are costly to both patients and healthcare funding systems (1, 2).",Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
"• Comparing Ertapenem and Ceftriaxone for Complicated Urinary Tract Infections  http://jkms.org   477  http://dx.doi.org/10.3346/jkms.2012.27.5.476infections, a sequential approach with initial parenteral therapy  and subsequent adequate oral agent with a more prolonged course could be considered an option as a standard therapy (9).",Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
"• Comparing Ertapenem and Ceftriaxone for Complicated Urinary Tract Infections  478  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.476pathogen), or new infection (urine culture after completion of  therapy grew ≥ 105 CFU/mL of a pathogen other than baseline  pathogen).",Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
"• Comparing Ertapenem and Ceftriaxone for Complicated Urinary Tract Infections  http://jkms.org   479  http://dx.doi.org/10.3346/jkms.2012.27.5.47651 (77.3%) and 14 (19.7%) in the ertapenem group and 62 (87.3%)  and eight (11.3%) in the ceftriaxone group were switched to cip - rofloxacin and cefixime, respectively.",Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
• Comparing Ertapenem and Ceftriaxone for Complicated Urinary Tract Infections  480  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.476etiologic agent in 83 (91.2%) of these patients.,Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
• Comparing Ertapenem and Ceftriaxone for Complicated Urinary Tract Infections  http://jkms.org   481  http://dx.doi.org/10.3346/jkms.2012.27.5.476sponse rates of other complicated UTIs were lower than that of  APN in both groups.,Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
"• Comparing Ertapenem and Ceftriaxone for Complicated Urinary Tract Infections  482  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.476tions, has a high degree of in vitro activity against antibiotic-re - sistant urinary isolates of Enterobacteriaceae, including ESBL- producing K. pneumoniae  and E. coli strains (27, 28), and would  be considered as the first empirical drug of choice for those sit - uations.",Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
Available at http://www.fda.gov/down - loads/Drugs/GuidanceComplianceRegulatoryInformation/Guidances/ucm070981.pdf [accessed on 17 September 2010].,Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
"• Comparing Ertapenem and Ceftriaxone for Complicated Urinary Tract Infections  http://jkms.org   483  http://dx.doi.org/10.3346/jkms.2012.27.5.476double-blind, multicentre trials comparing ertapenem and ceftriaxone  followed by appropriate oral therapy.",Non-OADS,/arxiv_data1/oa_pdf/58/87/jkms-27-476.PMC3342536.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0)  which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.pISSN 1011-8934 eISSN 1598-6357 Serum Elastin-Derived Peptides and Anti-Elastin Antibody   in Patients with Systemic Sclerosis The elastin metabolism in systemic sclerosis (SSc) has been known to be abnormal.",Non-OADS,/arxiv_data1/oa_pdf/7f/43/jkms-27-484.PMC3342537.pdf
"R31-2008-000-10103-0 from the WCU  project of the Ministry of Education, Science and Technology  and the National Research Foundation, Republic of Korea.http://dx.doi.org/10.3346/jkms.2012.27.5.484  •  J Korean Med Sci 2012; 27: 484-488ORIGINAL ARTICLE Immunology, Allergic Disorders & Rheumatology INTRODUCTION Systemic sclerosis (SSc) is a chronic multisystem autoimmune  disease with a complex, multifactorial pathogenesis.",Non-OADS,/arxiv_data1/oa_pdf/7f/43/jkms-27-484.PMC3342537.pdf
"• S-EDP and Anti-Elastin Antibody in Systemic Sclerosis http://jkms.org   485  http://dx.doi.org/10.3346/jkms.2012.27.5.484lowing clinical information was collected: age at enrollment and  at disease onset, gender, cutaneous subset, autoantibody status (anti-centromere antibody and anti-Scl-70 antibody), modified Rodnan skin score, and major organ involvement, including the kidneys, heart, lungs, and pulmonary artery.",OADS,/arxiv_data1/oa_pdf/7f/43/jkms-27-484.PMC3342537.pdf
"• S-EDP and Anti-Elastin Antibody in Systemic Sclerosis 486  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.484RESULTS Of the 79 patients, 75 (95%) were females; 37 patients had the  limited cutaneous subtype and 42 patients the diffuse cutane - ous subtype.",Non-OADS,/arxiv_data1/oa_pdf/7f/43/jkms-27-484.PMC3342537.pdf
"• S-EDP and Anti-Elastin Antibody in Systemic Sclerosis http://jkms.org   487  http://dx.doi.org/10.3346/jkms.2012.27.5.484correlated with anti-elastin antibody in SSc patients (age, P=   0.267; disease duration, P= 0.363, by Spearman’s correlation  analysis).",OADS,/arxiv_data1/oa_pdf/7f/43/jkms-27-484.PMC3342537.pdf
• S-EDP and Anti-Elastin Antibody in Systemic Sclerosis 488  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.484files in each subtype.,Non-OADS,/arxiv_data1/oa_pdf/7f/43/jkms-27-484.PMC3342537.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0)  which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.pISSN 1011-8934 eISSN 1598-6357 Completeness of Cancer Case Ascertainment in Korea Radiation Effect and Epidemiology Cohort Study The aim of this study was to evaluate whether the completeness of case ascertainment during the follow-up of a cohort differed between the exposed and the nonexposed groups in Korea Radiation Effect and Epidemiology Cohort (KREEC).",Non-OADS,/arxiv_data1/oa_pdf/17/96/jkms-27-489.PMC3342538.pdf
"Key Words:  Cohort Studies; Data Collection; Neoplasms; ValidityMinkyo Song1, In-Seong Cho1,  Zhong Min Li2, and Yoon-Ok Ahn1,2 1Department of Preventive Medicine, Seoul National  University College of Medicine, Seoul; 2Institute of  Radiation Effect & Epidemiology, Seoul National  University Medical Research Centre, Seoul, Korea Received: 26 July 201 1 Accepted: 23 February 2012 Address for Correspondence: Yoon-Ok Ahn, MD Department of Preventive Medicine, Seoul National University  College of Medicine, 103 Daehank-ro, Jongno-gu, Seoul   1 10-799, Korea Tel: +82.2-740-8322, Fax: +82.2-747-4830 E-mail: yoahn@plaza.snu.ac.kr http://dx.doi.org/10.3346/jkms.2012.27.5.489  •  J Korean Med Sci 2012; 27: 489-494ORIGINAL ARTICLE Oncology & Hematology INTRODUCTION In a cohort study, it is essential to balance the following up of  the selected exposed group and nonexposed group.",Non-OADS,/arxiv_data1/oa_pdf/17/96/jkms-27-489.PMC3342538.pdf
"• Completeness of Cancer Case Ascertainment 490  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.489power plants and residents living within 5 km radius, and the  nonexposed group was set at two different levels - intermediate-distance group of residents living 5-30 km away from the power plants, and far-distance group of residents living more than 30 km away from the power plants.",Non-OADS,/arxiv_data1/oa_pdf/17/96/jkms-27-489.PMC3342538.pdf
• Completeness of Cancer Case Ascertainment http://jkms.org   491  http://dx.doi.org/10.3346/jkms.2012.27.5.489 Fig.,Non-OADS,/arxiv_data1/oa_pdf/17/96/jkms-27-489.PMC3342538.pdf
• Completeness of Cancer Case Ascertainment 492  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.489Model fitting using log-linear models Table 4 illustrates the results of statistical significance of each data sources in three-source log-linear models.,OADS,/arxiv_data1/oa_pdf/17/96/jkms-27-489.PMC3342538.pdf
"• Completeness of Cancer Case Ascertainment http://jkms.org   493  http://dx.doi.org/10.3346/jkms.2012.27.5.489population (11, 13-15).",Non-OADS,/arxiv_data1/oa_pdf/17/96/jkms-27-489.PMC3342538.pdf
"• Completeness of Cancer Case Ascertainment 494  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.489Kim DS, Lee SI.",Non-OADS,/arxiv_data1/oa_pdf/17/96/jkms-27-489.PMC3342538.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0)  which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.pISSN 1011-8934 eISSN 1598-6357 Prognostic Significance of Angiogenesis by Chalkley Counting   in Node Negative Cancer of the Ampulla of Vater  Angiogenesis is essential for tumor growth and metastasis.",Non-OADS,/arxiv_data1/oa_pdf/fb/3d/jkms-27-495.PMC3342539.pdf
"Key Words:  Ampulla of Vater; Carinoma; Prognosis; Angiogenesis; Chalkley CountJoon Seong Park1, Hyun Ki Kim2,  Soon Won Hong2, Jae Keun Kim1,  and Dong Sup Yoon1 Pancreatobiliary Cancer Clinic, Departments of  1Surgery and 2Pathology, Gangnam Severance  Hospital, Yonsei University Health System, Seoul,  Korea Received: 1 September 201 1 Accepted: 1 February 2012 Address for Correspondence: Dong Sup Yoon, MD Pancreatobiliary Cancer Clinic, Department of Surgery,   Gangnam Severance Hospital, Yonsei University Health System,   612 Eonju-ro, Gangnam-gu, Seoul 135-720, Korea Tel: +82.2-2019-2444, Fax: +82.2-3462-5994 E-mail: yds61 10@yuhs.ac This study was supported by Pharmbio Korea co., Ltd.http://dx.doi.org/10.3346/jkms.2012.27.5.495  •  J Korean Med Sci 2012; 27: 495-499ORIGINAL ARTICLE Oncology & Hematology INTRODUCTION Carcinomas of the ampulla of Vater have a higher resection rate,  lower recurrence rate and more favorable prognosis than other malignant tumors of the periampullary region (1, 2).",Non-OADS,/arxiv_data1/oa_pdf/fb/3d/jkms-27-495.PMC3342539.pdf
"• Angiogenesis in Ampulla of Vater Cancer 496  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.495Immunohistochemical staining The 5 μm serial sections of each block were adhered to poly-L- lysin covered slides, and incubated at 62°C for 60 min.",Non-OADS,/arxiv_data1/oa_pdf/fb/3d/jkms-27-495.PMC3342539.pdf
"• Angiogenesis in Ampulla of Vater Cancer http://jkms.org   497  http://dx.doi.org/10.3346/jkms.2012.27.5.495Survival and disease free survival analysis  For the 56 node negative patients who received radical resec - tion for ampulla of Vater cancer, the 3- and 5-yr overall survival rate were 47.2 % and 44.1%, respectively (Fig.",Non-OADS,/arxiv_data1/oa_pdf/fb/3d/jkms-27-495.PMC3342539.pdf
"• Angiogenesis in Ampulla of Vater Cancer 498  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.495vessels, taken as the average from the assessment of three hot  spots.",OADS,/arxiv_data1/oa_pdf/fb/3d/jkms-27-495.PMC3342539.pdf
• Angiogenesis in Ampulla of Vater Cancer http://jkms.org   499  http://dx.doi.org/10.3346/jkms.2012.27.5.4955.,Non-OADS,/arxiv_data1/oa_pdf/fb/3d/jkms-27-495.PMC3342539.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0)  which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.pISSN 1011-8934 eISSN 1598-6357 Use of Serum Homocysteine to Predict Cardiovascular Disease   in Korean Men with or without Metabolic Syndrome The aim of this study was to examine whether serum homocysteine (Hcy) levels correlated with cardiovascular disease (CVD) depending on the presence or absence of metabolic syndrome (MetS) in Korean men.",Non-OADS,/arxiv_data1/oa_pdf/c1/71/jkms-27-500.PMC3342540.pdf
"http://dx.doi.org/10.3346/jkms.2012.27.5.500  •  J Korean Med Sci 2012; 27: 500-505ORIGINAL ARTICLE Cardiovascular Disorders INTRODUCTION Traditional risk factors for cardiovascular disease (CVD), such  as diabetes mellitus, dyslipidemia, hypertension, smoking and low physical activity have been used to assess the risk of CVD (1, 2).",Non-OADS,/arxiv_data1/oa_pdf/c1/71/jkms-27-500.PMC3342540.pdf
"• Homocysteine to Predict CVD with or without Mets http://jkms.org   501  http://dx.doi.org/10.3346/jkms.2012.27.5.500 MATERIALS AND METHODS Subjects and study design  This was a retrospective case-control study, in which 4,043 indi - viduals without pre-existing CVD between the ages of 40 to 59 yr participated in annual regular health check-ups in 2008.",Non-OADS,/arxiv_data1/oa_pdf/c1/71/jkms-27-500.PMC3342540.pdf
• Homocysteine to Predict CVD with or without Mets 502  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.500 RESULTS Table 1 shows the general and clinical characteristics of the 428 study subjects (290 CVD and 138 non-CVD).,Non-OADS,/arxiv_data1/oa_pdf/c1/71/jkms-27-500.PMC3342540.pdf
• Homocysteine to Predict CVD with or without Mets http://jkms.org   503  http://dx.doi.org/10.3346/jkms.2012.27.5.500 based on the presence of MetS.,OADS,/arxiv_data1/oa_pdf/c1/71/jkms-27-500.PMC3342540.pdf
• Homocysteine to Predict CVD with or without Mets 504  http://jkms.org  http://dx.doi.org/10.3346/jkms.2012.27.5.500 disappeared after adjustment for other determinants of Hcy con - centrations (32).,Non-OADS,/arxiv_data1/oa_pdf/c1/71/jkms-27-500.PMC3342540.pdf
• Homocysteine to Predict CVD with or without Mets http://jkms.org   505  http://dx.doi.org/10.3346/jkms.2012.27.5.500 nese: 12-year prospective cohort study.,Non-OADS,/arxiv_data1/oa_pdf/c1/71/jkms-27-500.PMC3342540.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0)  which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.pISSN 1011-8934 eISSN 1598-6357 Erythropoietin Improves Long-Term Outcomes in Patients with Acute Kidney Injury after Coronary Artery Bypass Grafting Previous studies reported the beneficial effect of erythropoietin (EPO) in acute injuries.",Non-OADS,/arxiv_data1/oa_pdf/d4/4a/jkms-27-506.PMC3342541.pdf
"Key Words:  Erythropoietin; Neutrophil Gelatinase-Associated Lipocalin Protein; Mortality Se Won Oh1, Ho Jun Chin1,2,  Dong Wan Chae1,2, and Ki Young Na1,2 1Division of Nephrology, Seoul National University  Bundang Hospital, Seongnam; 2Department of  Internal Medicine, Seoul National University College  of Medicine, Seoul, Korea Received: 26 September 201 1 Accepted: 26 January 2012 Address for Correspondence: Ki Young Na, MD Department of Internal Medicine, Seoul National University  Bundang Hospital, 166 Gumi-ro, Bundang-gu, Seongnam   463-707, Korea Tel: +82.31-787-7014, Fax: +82.31-787-4051 E-mail: kyna@snubh.orghttp://dx.doi.org/10.3346/jkms.2012.27.5.506  •  J Korean Med Sci 2012; 27: 506-511ORIGINAL ARTICLE Nephrology INTRODUCTION Erythropoietin (EPO) is the hormone that regulates blood cell  production and is mainly produced by peritubular fibroblasts of the renal cortex and outer medulla (1).",Non-OADS,/arxiv_data1/oa_pdf/d4/4a/jkms-27-506.PMC3342541.pdf
"• Erythropoietin and Mortality in Acute Kidney Injury  http://jkms.org   507  http://dx.doi.org/10.3346/jkms.2012.27.5.506randomization, chronic renal replacement therapy, uncontrolled  hypertension, known allergy or hypersensitivity to EPO, use of nephrotoxic drugs within 3 days of the planned operation or use of EPO prior to CABG were criteria for exclusion.",Non-OADS,/arxiv_data1/oa_pdf/d4/4a/jkms-27-506.PMC3342541.pdf
