Sentence,class,file
Immunity 2009; 31:527-8; PMID:19833080; http://dx.doi.org/10.1016/j.immu- ni.2009.09.007.213.,OADS,/arxiv_data1/oa_pdf/12/2c/onci-1-1557.PMC3525611.pdf
"Issues and Events ADA Events Intensive Diabetes Management for Primary Care 9 February 2013Hyatt RegencyDenver, ColoradoWeb site: professional.diabetes.org/colorado E-mail: sglass@diabetes.org 60th Annual Advanced Postgraduate Course 22–24 February 2013 Hilton New YorkNew York, New YorkWeb site: http://professional.diabetes.org/pg13 2013 Diabetes Professional Educators Conference 15–16 March 2013 Radisson Paper Valley Hotel Appleton, Wisconsin Web site: professional.diabetes.org/wisconsin E-mail: pkasprzak@diabetes.org28th Clinical Conference on Diabetes 23–26 May 2013 Hyatt Regency Grand CypressOrlando, FloridaWeb site: professional.diabetes.org/cc E-mail: plowe@diabetes.org 73rd Scienti ﬁc Sessions 21–25 June 2013 McCormick Place Convention CenterChicago, IllinoisWeb site: http://scienti ﬁcsessions.diabetes.org 74th Scienti ﬁc Sessions 13–17 June 2014 Moscone CenterSan Francisco, CaliforniaWeb site: http://scienti ﬁcsessions.diabetes.org Contact for information on ADA events: American Diabetes Association, 1701 N. Beauregard St., Alexandria, VA22311.Tel: 800-232-3472, select option 1.",Non-OADS,/arxiv_data1/oa_pdf/4d/9d/184.PMC3526240.pdf
Web site: http://professional.diabetes.org/ce.,Non-OADS,/arxiv_data1/oa_pdf/4d/9d/184.PMC3526240.pdf
Authors should use the NGSP ’sH b A 1cconverter at http://www.ngsp.org/ convert1.asp to calculate HbA 1cvalues as both % and mmol/mol.,Non-OADS,/arxiv_data1/oa_pdf/4d/9d/184.PMC3526240.pdf
DOI: 10.2337/dc12-0421This article contains Supplementary Data online at http://care.diabetesjournals.org/lookup/suppl/doi:10 .2337/dc12-0421/-/DC1.,Non-OADS,/arxiv_data1/oa_pdf/d6/dc/111.PMC3526241.pdf
See http://creativecommons.org/ licenses/by-nc-nd/3.0/ for details.,Non-OADS,/arxiv_data1/oa_pdf/d6/dc/111.PMC3526241.pdf
"Corresponding author: Johan Ärnlöv, johan.arnlov@pubcare.uu.se.Received 14 March 2012 and accepted 1 July 2012.DOI: 10.2337/dc12-0494This article contains Supplementary Data online at http://care.diabetesjournals.org/lookup/suppl/doi:10 .2337/dc12-0494/-/DC1.",Non-OADS,/arxiv_data1/oa_pdf/8a/a1/163.PMC3526243.pdf
See http://creativecommons.org/ licenses/by-nc-nd/3.0/ for details.,Non-OADS,/arxiv_data1/oa_pdf/8a/a1/163.PMC3526243.pdf
See http://creativecommons.org/ licenses/by-nc-nd/3.0/ for details.,Non-OADS,/arxiv_data1/oa_pdf/4b/4e/118.PMC3526247.pdf
DOI: 10.2337/dc11-1864This article contains Supplementary Data online at http://care.diabetesjournals.org/lookup/suppl/doi:10 .2337/dc11-1864/-/DC1.,Non-OADS,/arxiv_data1/oa_pdf/f1/fc/49.PMC3526248.pdf
See http://creativecommons.org/ licenses/by-nc-nd/3.0/ for details.,Non-OADS,/arxiv_data1/oa_pdf/f1/fc/49.PMC3526248.pdf
Available at http://www.cdc.gov/nchs/ data/series/sr_02/sr02_130.pdf.,OADS,/arxiv_data1/oa_pdf/f1/fc/49.PMC3526248.pdf
Available at http://www.cdc.gov/nchs/data/datalinkage/match- ing_methodology_nhis_ ﬁnal.pdf.,OADS,/arxiv_data1/oa_pdf/f1/fc/49.PMC3526248.pdf
Available at http://www.census.gov/hhes/ www/poverty/publications/p60-210.pdf.Accessed 6 August 2012 32.,Non-OADS,/arxiv_data1/oa_pdf/f1/fc/49.PMC3526248.pdf
Available at http://www.cdc.,Non-OADS,/arxiv_data1/oa_pdf/f1/fc/49.PMC3526248.pdf
Available at http://www.ahrq.gov/news/press/pr2011/lowhlitpr.htm.,Non-OADS,/arxiv_data1/oa_pdf/f1/fc/49.PMC3526248.pdf
"Corresponding author: Lie-Gang Liu, lgliu@mails.tjmu.edu.cn.Received 12 April 2012 and accepted 26 July 2012.DOI: 10.2337/dc12-0702This article contains Supplementary Data online at http://care.diabetesjournals.org/lookup/suppl/doi:10 .2337/dc12-0702/-/DC1.",Non-OADS,/arxiv_data1/oa_pdf/80/de/166.PMC3526249.pdf
See http://creativecommons.org/ licenses/by-nc-nd/3.0/ for details.,Non-OADS,/arxiv_data1/oa_pdf/80/de/166.PMC3526249.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/ by-nc/3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly c ited.",Non-OADS,/arxiv_data1/oa_pdf/20/ec/gks757.PMC3526259.pdf
"MATERIALS AND METHODS System and software requirements PanOCT was written in PERL (http://www.perl.org (1 August 2012, date last accessed)) and tested using PERL version 5.10 on Linux CentOS and Mac OS X 10.6 operating systems.",OADS,/arxiv_data1/oa_pdf/20/ec/gks757.PMC3526259.pdf
"To perform BLAST searches, either National Center for Biotechnology Information (NCBI) BLASTALL (23) version 2.2.10 or later (ftp://ftp.ncbi.nih.gov/blast/executables/release/ (1 August 2012, date last accessed)) or WUBLAST 2.0 (now called AB-BLAST available at http://blast.advbiocomp.com (1 August 2012, date last accessed)) are required.",Non-OADS,/arxiv_data1/oa_pdf/20/ec/gks757.PMC3526259.pdf
"AVAILABILITY ThePanOCT source code as well as the input and output ﬁles used in this study can be freely obtained at http:// panoct.sourceforge.net/ (2 August 2012, date lastaccessed) under version 3 of the GNU General Public License (http://www.gnu.org/licenses/ (2 August 2012, date last accessed)).",OADS,/arxiv_data1/oa_pdf/20/ec/gks757.PMC3526259.pdf
"the NIH Roadmap Epigenomics Mapping Consortium (www.roadmapepigenomics.org), the Human Epigenome Project (www.epigenome.org) and theBlueprint project (http://www.blueprint-epigenome.eu)are addressed to map DNA methylation, histone modiﬁ- cations and other chromatin features in different cell and tissue types.",Non-OADS,/arxiv_data1/oa_pdf/03/4e/gks928.PMC3526261.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/03/4e/gks928.PMC3526261.pdf
"Reads weredownloaded from http://neomorph.salk.edu/human_ methylome/data.html (H1 and IMR90) and http://neo morph.salk.edu/ips_methylomes/data.html (rest of celllines), processed to be SAM-like, transformed to the BAM format and indexed using the C + + program SAMTOOLS (32).",OADS,/arxiv_data1/oa_pdf/03/4e/gks928.PMC3526261.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/73/a3/gks1131.PMC3526263.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/ by-nc/3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly c ited.",Non-OADS,/arxiv_data1/oa_pdf/2a/16/gks765.PMC3526265.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/87/0e/gks926.PMC3526267.pdf
Chicken DT40-CRE cells (34) were grown as des- cribed on the DT40 website (http://pheasant.gsf.de/ DEPARTMENT/dt40.html).,Non-OADS,/arxiv_data1/oa_pdf/87/0e/gks926.PMC3526267.pdf
DT40 website (http://pheasant.gsf.de/DEPARTMENT/ dt40.html).,Non-OADS,/arxiv_data1/oa_pdf/87/0e/gks926.PMC3526267.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/03/c4/gks957.PMC3526268.pdf
Enrichment for TF motifs was done using the Analysis of Motif Enrichment (AME) (17) and MEME Suite (18); sequences 100 bp (±50 bp) around signiﬁcant CpGswere retrieved and analysed with core motifs from the TRANSFAC Professional (http://www.gene-regulation.,OADS,/arxiv_data1/oa_pdf/03/c4/gks957.PMC3526268.pdf
"DNA sequences, positional information of the NCBI reference genes, the ENCODE chromatin immunoprecipitation sequencing (ChIP-Seq) data, and CpG island (CGI) annotations were retrieved from the UCSC database (http://genome.ucsc.edu/).",OADS,/arxiv_data1/oa_pdf/03/c4/gks957.PMC3526268.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/8e/bd/gks956.PMC3526270.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/31/87/gks953.PMC3526272.pdf
Secondary structures of 50non-coding region (nucleotides 3–263) of HCV RNA (http://rna.tbi.univie.ac.at/cgi-bin/RNAfold.cgi).,OADS,/arxiv_data1/oa_pdf/31/87/gks953.PMC3526272.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/41/7c/gks1317.PMC3526274.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/e6/d7/gks929.PMC3526276.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/a2/08/gks898.PMC3526277.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/d0/07/gks925.PMC3526278.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/7a/1e/gks921.PMC3526279.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/88/35/gks944.PMC3526282.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/5a/82/gks920.PMC3526284.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/50/af/gks895.PMC3526287.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/a1/fd/gks933.PMC3526288.pdf
"Structural quality was assessed using PROCHECK-NMR (29).Molecular images were generated using molecular visual-ization system Pymol, Delano Scientiﬁc (http://www.pymol.org/).",OADS,/arxiv_data1/oa_pdf/a1/fd/gks933.PMC3526288.pdf
Structure similarity searches were performedusing the DALI server (http://www.ebi.ac.uk/dali/index.html) (30).,OADS,/arxiv_data1/oa_pdf/a1/fd/gks933.PMC3526288.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/97/f0/gks913.PMC3526291.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/ab/85/gks927.PMC3526292.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/ by-nc/3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly c ited.",Non-OADS,/arxiv_data1/oa_pdf/86/e7/gks754.PMC3526293.pdf
"A number of lossy compression algorithms for quality scores have been proposed, including various binningschemes implemented in QScores-Archiver (8) andSCALCE (http://scalce.sourceforge.net), scaling to a reduced alphabet with randomized rounding inSlimGene (5), and discarding quality scores for baseswhich match a reference sequence in Cramtools (6).",Non-OADS,/arxiv_data1/oa_pdf/86/e7/gks754.PMC3526293.pdf
"To perform ameaningful benchmark, we compared our dlCBF imple- mentation with the sparsehash library (http://code.google .com/p/sparsehash/), an open-source hash table imple-mentation with the expressed goal of maximizing space efﬁciency.",OADS,/arxiv_data1/oa_pdf/86/e7/gks754.PMC3526293.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/a2/a3/gks903.PMC3526294.pdf
"Bioinformatic predictions, based on theNetNGlyc 1.0 and NetOGlyc 3.1 server interfaces(http://www.cbs.dtu.dk/services/NetOGlyc/), unveiled,among others, the presence of a total of 12 putativeglycosylation sites, i.e.",OADS,/arxiv_data1/oa_pdf/a2/a3/gks903.PMC3526294.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/1c/55/gks954.PMC3526295.pdf
Chk1blots were performed as previously described (30) using 90Gy of IR and harvested 30 minutes post treatment and were quantiﬁed using ImageJ software (http://rsb.info .nih.gov/ij/).,OADS,/arxiv_data1/oa_pdf/1c/55/gks954.PMC3526295.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/09/0c/gks948.PMC3526297.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/ by-nc/3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly c ited.",Non-OADS,/arxiv_data1/oa_pdf/c6/96/gks778.PMC3526298.pdf
It is available at https://github.com/dgrtwo/ OASIS.,Non-OADS,/arxiv_data1/oa_pdf/c6/96/gks778.PMC3526298.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/c4/a2/gks934.PMC3526299.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/40/5e/gks931.PMC3526300.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/c5/26/gks973.PMC3526302.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by- nc/3.0/), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/0e/83/gks943.PMC3526303.pdf
"RESULTS Identiﬁcation of the novel lncRNA CRG To study the function of lncRNAs in the nervous system ofDrosophila , we screened 16 302 D. melanogaster ESTs downloaded from Unigene (Build #37, ftp://ftp.ncbi.nih.gov/repository/UniGene/) for lncRNAs that were expressed in the central nervous system (CNS).",OADS,/arxiv_data1/oa_pdf/0e/83/gks943.PMC3526303.pdf
We then analysed 5 kb of genomic sequence ﬂanking both sides of each EST locus using GenScan (39) and Genie (41) and compared the ESTs and their ﬂanking regions against the Swiss-Prot protein sequence database (ftp://us.expasy.org/databases/swiss-prot) using BLAST to identify any remaining sequences with protein-coding capacity.,OADS,/arxiv_data1/oa_pdf/0e/83/gks943.PMC3526303.pdf
